,label,image,description
1169,street,seg_train/seg_train/street/3340.jpg, The image shows a street scene. There are many people walking on the street. There are buildings on both sides of the street. The buildings are made of brick and have a lot of windows. The street is made of cobblestones. There is a tree in the middle of the street. The tree has a lot of leaves. There is a blue sky with some clouds. The main object in the image is '(F) street'.
1170,street,seg_train/seg_train/street/8103.jpg, The image is in black and white. The scene in the image is a person walking on a broken sidewalk. The main object in the image is (F) street.
1171,street,seg_train/seg_train/street/16017.jpg, The image shows a busy street in a city at night. There are many people walking on the street by the buildings. There are also many neon signs and lights on the buildings. The main object in the image is (F) street.
1172,street,seg_train/seg_train/street/3516.jpg," The image shows a street scene in a city. There are several buildings along the street, and a car is driving on the street. There are also some trees and people on the street. The main object in the image is (F) street."
1173,street,seg_train/seg_train/street/13995.jpg, The image shows a scene of a street in a town. The main objects in the image are buildings. There are people walking on the street. The buildings are made of stone and have wooden balconies. The street is made of cobblestones. There are mountains in the background. The image is taken from a high angle. (F)
1174,street,seg_train/seg_train/street/19357.jpg," This is a picture of a stone bridge in an urban setting. There are buildings on both sides of the bridge. The bridge has a decorative arch in the middle. The main object in the image is a bridge, so the answer is (A)."
1175,street,seg_train/seg_train/street/11608.jpg,
1176,street,seg_train/seg_train/street/14633.jpg, The image shows a scene of a street with buildings on both sides. The buildings are mostly made of brick and have a lot of windows. The street is made of asphalt and has a lot of cars parked on it. There is a blue sky with some clouds in the background. The main object in the image is (F) street.
1177,street,seg_train/seg_train/street/1078.jpg," The image shows a wide street with buildings on both sides. The street is empty, with no cars or people on it. There are tracks for trams on the street. The buildings are tall and have different colors. The main object in the image is (F) street."
1178,street,seg_train/seg_train/street/8152.jpg, The image shows a narrow street with buildings on both sides. The buildings are tall and have many windows. The street is made of cobblestones and there is a person walking down the street. The main object in the image is (F) street.
1179,street,seg_train/seg_train/street/8294.jpg,
1180,street,seg_train/seg_train/street/19515.jpg, The image shows a street scene. The main objects in the image are buildings. (F)
1181,street,seg_train/seg_train/street/3546.jpg," The image shows a street scene. There are cars, buses, and people on the street. There are also trees and buildings on either side of the street. The main object in the image is a street. (F)"
1182,street,seg_train/seg_train/street/17030.jpg,
1183,street,seg_train/seg_train/street/2981.jpg, The image shows a snowy street with a bicycle parked on the side and a car driving in the middle. There are trees on both sides of the street and buildings in the background. The main object in the image is (F) street.
1184,street,seg_train/seg_train/street/5642.jpg, The image shows a narrow street with old buildings on both sides. The street is made of cobblestones and there are a few cars parked on the side. There are also some people walking on the street. The main object in the image is the buildings. (A)
1185,street,seg_train/seg_train/street/2788.jpg, The image shows a tree-lined street with buildings on both sides. The buildings are mostly made of brick and have a variety of architectural styles. The street is made of cobblestones and has a sidewalk on one side. There are a few cars parked on the street. The main object in the image is the street. (F)
1186,street,seg_train/seg_train/street/6825.jpg," The image shows a narrow street with traditional Japanese restaurants and shops. The street is lined with old wooden buildings, and there are many signs and lanterns hanging from the buildings. The street is wet from the rain, and there are a few people walking in the street. The main object in the image is the street. (F)"
1187,street,seg_train/seg_train/street/9760.jpg," The image shows a street scene in a city. There are buildings on both sides of the street. The buildings are mostly two or three stories high, and they are painted in a variety of colors. The street is narrow and cobbled. There is a blue car parked on the street. There are people walking on the street. The main object in the image is the blue car. (F)"
1188,street,seg_train/seg_train/street/1259.jpg, The image is a street scene. The main objects in the image are buildings. (F)
1189,street,seg_train/seg_train/street/17724.jpg, The image shows a narrow street with buildings on both sides. There are people walking on the street. The main object in the image is (F) street.
1190,street,seg_train/seg_train/street/7085.jpg," The image shows a tree-lined street with a few cars parked on it. There are buildings on both sides of the street. The buildings are mostly two or three stories tall, and they are made of a variety of materials, including brick, wood, and concrete. The street is paved with asphalt, and there is a crosswalk in the middle of the intersection. The main object in the image is the street. (F)"
1191,street,seg_train/seg_train/street/2421.jpg," The image is a black and white street scene. There are buildings on both sides of the street. The street is empty, except for a person walking in the distance. The main object in the image is a (F) street."
1192,street,seg_train/seg_train/street/10195.jpg, The image shows a street scene with a large gothic church in the background. The main object in the image is a building. (A)
1193,street,seg_train/seg_train/street/2786.jpg, The image shows a narrow street with traditional Japanese buildings lined up on both sides. The street is made of stone and is lined with shops and restaurants. The buildings are mostly made of wood and have traditional Japanese architecture. The main object in the image is (F) street.
1194,street,seg_train/seg_train/street/12762.jpg, The image shows a busy street in a city. There are many people crossing the street and there are buildings on both sides of the street. The main object in the image is (F) street.
1195,street,seg_train/seg_train/street/6180.jpg, The image shows a street in a traditional Japanese town. The street is lined with old wooden houses and shops. There are a few people walking on the street. The main object in the image is (F) street.
1196,street,seg_train/seg_train/street/6130.jpg, The image shows a pedestrian street in a city. There are a few people walking on the street and a man is sitting on a bench. There are buildings on both sides of the street. The main object in the image is (F) street.
1197,street,seg_train/seg_train/street/15725.jpg, The image shows a scene of a street in a town. The main objects in the image are buildings. There are a few cars parked on the street. The sky is blue and there are some clouds in the sky. The street is lined with trees. There are some flowers in pots on the street. There are some people walking on the street. (F)
1198,street,seg_train/seg_train/street/5039.jpg, The image shows a scene of a street. There are many cars parked on the street. The buildings are made of red bricks. The street is narrow and there are no trees. The main object in the image is (F) street.
1199,street,seg_train/seg_train/street/10526.jpg, The image shows a scene of a street in Amsterdam. The main objects in the image are buildings. There are many buildings on both sides of the street. The buildings are mostly made of brick and have a lot of windows. The street is made of cobblestones and is lined with bicycles. There are also some trees and plants in the image. The main object in the image is (A) buildings.
1200,street,seg_train/seg_train/street/1398.jpg, The image shows a busy street scene in a city. There are many shops and restaurants on both sides of the street. The street is crowded with people and vehicles. The main object in the image is the street. (F)
1201,street,seg_train/seg_train/street/13832.jpg," The image shows a street scene in the early 20th century. The street is lined with buildings, and there are people walking on the street and riding in trams. The main object in the image is (F) street."
1202,street,seg_train/seg_train/street/7573.jpg,
1203,street,seg_train/seg_train/street/5758.jpg, The image shows a street with old (A) buildings on both sides and a church spire in the background. The main object in the image is the (F) street.
1204,street,seg_train/seg_train/street/16862.jpg,
1205,street,seg_train/seg_train/street/1213.jpg," The image shows a street scene. There is a man standing in front of a flower shop. There are some flowers and plants outside the shop. There is a bicycle parked in front of the shop. There are some buildings in the background.
(F)"
1206,street,seg_train/seg_train/street/5191.jpg," The image is a black and white street scene. There are people walking on the street, and buildings on both sides of the street. There is a train station on the left side of the street. The main object in the image is (F) street."
1207,street,seg_train/seg_train/street/5664.jpg,
1208,street,seg_train/seg_train/street/16157.jpg,
1209,street,seg_train/seg_train/street/4978.jpg,
1210,street,seg_train/seg_train/street/18990.jpg,
1211,street,seg_train/seg_train/street/6740.jpg," The image shows a narrow street with buildings on both sides. The buildings are mostly two or three stories tall, with commercial venues on the first floor and residential quarters above. The street is made of cobblestones. There is a blue sky with some puffy white clouds. The main object in the image is (F) street."
